date,station,depth,inc.temp,subs,conc.uM,rep,treatment,time,fl,std,air.temp
10/23/13,st 16,5,17,leu,40,1,killed,14:50,6586,,
10/23/13,st 16,5,17,leu,40,2,killed,14:50,6699,,
10/23/13,st 16,5,17,leu,40,3,killed,14:50,6682,,
10/23/13,st 16,5,17,pyr,0,1,live,14:51,154.8,812.4,20.4
10/23/13,st 16,5,17,pyr,5,1,live,14:51,1002,,
10/23/13,st 16,5,17,pyr,10,1,live,14:51,1804,,
10/23/13,st 16,5,17,pyr,15,1,live,14:51,2471,,
10/23/13,st 16,5,17,pyr,20,1,live,14:52,3195,,
10/23/13,st 16,5,17,pyr,25,1,live,14:53,3637,,
10/23/13,st 16,5,17,pyr,30,1,live,14:54,4585,,
10/23/13,st 16,5,17,pyr,40,1,live,14:55,5970,,
10/23/13,st 16,5,17,pyr,40,2,live,14:55,5969,,
10/23/13,st 16,5,17,pyr,40,3,live,14:55,5947,,
10/23/13,st 16,5,17,pyr,40,1,killed,14:55,5978,,
10/23/13,st 16,5,17,pyr,40,2,killed,14:56,5983,,
10/23/13,st 16,5,17,pyr,40,3,killed,14:56,5933,,
10/23/13,st 16,5,17,ala-ala-phe,0,1,live,14:56,154.5,810.4,20.4
10/23/13,st 16,5,17,ala-ala-phe,5,1,live,14:57,1527,,
10/23/13,st 16,5,17,ala-ala-phe,10,1,live,14:57,1165,,
10/23/13,st 16,5,17,ala-ala-phe,15,1,live,14:57,2175,,
10/23/13,st 16,5,17,ala-ala-phe,20,1,live,14:57,3021,,
10/23/13,st 16,5,17,ala-ala-phe,25,1,live,15:00,4806,,
10/23/13,st 16,5,17,ala-ala-phe,30,1,live,15:00,5638,,
10/23/13,st 16,5,17,ala-ala-phe,40,1,live,15:00,7398,,
10/23/13,st 16,5,17,ala-ala-phe,40,2,live,15:00,7371,,
10/23/13,st 16,5,17,ala-ala-phe,40,3,live,15:01,7300,,
10/23/13,st 16,5,17,ala-ala-phe,40,1,killed,15:01,7215,,
10/23/13,st 16,5,17,ala-ala-phe,40,2,killed,15:01,7152,,
10/23/13,st 16,5,17,ala-ala-phe,40,3,killed,15:01,7236,,
10/23/13,st 16,5,17,arg,0,1,live,16:29,161.8,813.9,20.6
10/23/13,st 16,5,17,arg,5,1,live,16:29,1166,,
10/23/13,st 16,5,17,arg,10,1,live,16:29,1744,,
10/23/13,st 16,5,17,arg,15,1,live,16:29,2318,,
10/23/13,st 16,5,17,arg,20,1,live,16:30,2820,,
10/23/13,st 16,5,17,arg,25,1,live,16:30,3304,,
10/23/13,st 16,5,17,arg,30,1,live,16:30,3715,,
10/23/13,st 16,5,17,arg,40,1,live,16:30,4492,,
10/23/13,st 16,5,17,arg,40,2,live,16:31,4521,,
10/23/13,st 16,5,17,arg,40,3,live,16:31,4561,,
10/23/13,st 16,5,17,arg,40,1,killed,16:31,4386,,
10/23/13,st 16,5,17,arg,40,2,killed,16:32,4411,,
10/23/13,st 16,5,17,arg,40,3,killed,16:32,4404,,
10/23/13,st 16,5,17,gly,0,1,live,16:33,160.4,812.5,20.6
10/23/13,st 16,5,17,gly,5,1,live,16:34,2174,,
10/23/13,st 16,5,17,gly,10,1,live,16:34,3385,,
10/23/13,st 16,5,17,gly,15,1,live,16:34,4395,,
10/23/13,st 16,5,17,gly,20,1,live,16:34,5408,,
10/23/13,st 16,5,17,gly,25,1,live,16:34,6433,,
10/23/13,st 16,5,17,gly,30,1,live,16:35,7305,,
10/23/13,st 16,5,17,gly,40,1,live,16:35,8995,,
10/23/13,st 16,5,17,gly,40,2,live,16:35,9213,,
10/23/13,st 16,5,17,gly,40,3,live,16:35,9105,,
10/23/13,st 16,5,17,gly,40,1,killed,16:36,6737,,
10/23/13,st 16,5,17,gly,40,2,killed,16:36,6821,,
10/23/13,st 16,5,17,gly,40,3,killed,16:37,6755,,
10/23/13,st 16,5,17,leu,0,1,live,16:37,156.2,813.8,20.6
10/23/13,st 16,5,17,leu,5,1,live,16:37,1020,,
10/23/13,st 16,5,17,leu,10,1,live,16:37,1814,,
10/23/13,st 16,5,17,leu,15,1,live,16:38,2521,,
10/23/13,st 16,5,17,leu,20,1,live,16:38,3207,,
10/23/13,st 16,5,17,leu,25,1,live,16:38,3731,,
10/23/13,st 16,5,17,leu,30,1,live,16:38,4614,,
10/23/13,st 16,5,17,leu,40,1,live,16:38,5975,,
10/23/13,st 16,5,17,leu,40,2,live,16:39,5995,,
10/23/13,st 16,5,17,leu,40,3,live,16:39,5985,,
10/23/13,st 16,5,17,leu,40,1,killed,16:39,5948,,
10/23/13,st 16,5,17,leu,40,2,killed,16:39,5957,,
10/23/13,st 16,5,17,leu,40,3,killed,16:40,5963,,
10/23/13,st 16,5,17,pyr,0,1,live,16:47,155.5,813.9,20.6
10/23/13,st 16,5,17,pyr,5,1,live,16:47,1024,,
10/23/13,st 16,5,17,pyr,10,1,live,16:47,1831,,
10/23/13,st 16,5,17,pyr,15,1,live,16:47,2507,,
10/23/13,st 16,5,17,pyr,20,1,live,16:48,3219,,
10/23/13,st 16,5,17,pyr,25,1,live,16:44,3756,,
10/23/13,st 16,5,17,pyr,30,1,live,16:45,4631,,
10/23/13,st 16,5,17,pyr,40,1,live,16:45,5966,,
10/23/13,st 16,5,17,pyr,40,2,live,16:45,5972,,
10/23/13,st 16,5,17,pyr,40,3,live,16:45,6002,,
10/23/13,st 16,5,17,pyr,40,1,killed,16:46,5953,,
10/23/13,st 16,5,17,pyr,40,2,killed,16:46,5948,,
10/23/13,st 16,5,17,pyr,40,3,killed,16:46,5926,,
10/23/13,st 16,5,17,ala-ala-phe,0,1,live,16:48,155.1,813.7,20.6
10/23/13,st 16,5,17,ala-ala-phe,5,1,live,16:49,1225,,
10/23/13,st 16,5,17,ala-ala-phe,10,1,live,16:49,2233,,
10/23/13,st 16,5,17,ala-ala-phe,15,1,live,16:49,3093,,
10/23/13,st 16,5,17,ala-ala-phe,20,1,live,16:49,4065,,
10/23/13,st 16,5,17,ala-ala-phe,25,1,live,16:50,4969,,
10/23/13,st 16,5,17,ala-ala-phe,30,1,live,16:50,5818,,
10/23/13,st 16,5,17,ala-ala-phe,40,1,live,16:50,7507,,
10/23/13,st 16,5,17,ala-ala-phe,40,2,live,16:50,7450,,
10/23/13,st 16,5,17,ala-ala-phe,40,3,live,16:50,7393,,
10/23/13,st 16,5,17,ala-ala-phe,40,1,killed,16:51,7207,,
10/23/13,st 16,5,17,ala-ala-phe,40,2,killed,16:51,7212,,
10/23/13,st 16,5,17,ala-ala-phe,40,3,killed,16:51,7281,,
10/23/13,st 16,5,17,arg,0,1,live,17:33,164.1,,
10/23/13,st 16,5,17,arg,5,1,live,17:34,1314,,
10/23/13,st 16,5,17,arg,10,1,live,17:34,1907,,
10/23/13,st 16,5,17,arg,15,1,live,17:34,2491,,
10/23/13,st 16,5,17,arg,20,1,live,17:35,2949,,
10/23/13,st 16,5,17,arg,25,1,live,17:35,3511,,
10/23/13,st 16,5,17,arg,30,1,live,17:35,3993,,
10/23/13,st 16,5,17,arg,40,1,live,17:35,4943,,
10/23/13,st 16,5,17,arg,40,2,live,17:36,5129,,
10/23/13,st 16,5,17,arg,40,3,live,17:36,4981,,
10/23/13,st 16,5,17,arg,40,1,killed,17:36,4951,,
10/23/13,st 16,5,17,arg,40,2,killed,17:37,5440,,
10/23/13,st 16,5,17,arg,40,3,killed,17:37,4957,812.8,20.6
10/23/13,st 16,5,17,gly,0,1,live,17:40,155.9,,
10/23/13,st 16,5,17,gly,5,1,live,17:40,2373,,
10/23/13,st 16,5,17,gly,10,1,live,17:40,3637,,
10/23/13,st 16,5,17,gly,15,1,live,17:41,4703,,
10/23/13,st 16,5,17,gly,20,1,live,17:41,5739,,
10/23/13,st 16,5,17,gly,25,1,live,17:41,6796,,
10/23/13,st 16,5,17,gly,30,1,live,17:42,7679,,
10/23/13,st 16,5,17,gly,40,1,live,17:42,9407,,
10/23/13,st 16,5,17,gly,40,2,live,17:42,9651,,
10/23/13,st 16,5,17,gly,40,3,live,17:42,9528,,
10/23/13,st 16,5,17,gly,40,1,killed,17:43,8851,,
10/23/13,st 16,5,17,gly,40,2,killed,17:43,8798,,
10/23/13,st 16,5,17,gly,40,3,killed,17:43,8713,810,20.5
10/23/13,st 16,5,17,leu,0,1,live,17:44,159.4,,
10/23/13,st 16,5,17,leu,5,1,live,17:44,3104,,
10/23/13,st 16,5,17,leu,10,1,live,17:45,5138,,
10/23/13,st 16,5,17,leu,15,1,live,17:45,6285,,
10/23/13,st 16,5,17,leu,20,1,live,17:45,7296,,
10/23/13,st 16,5,17,leu,25,1,live,17:45,8173,,
10/23/13,st 16,5,17,leu,30,1,live,17:46,8815,,
10/23/13,st 16,5,17,leu,40,1,live,17:46,10232,,
10/23/13,st 16,5,17,leu,40,2,live,17:46,9833,,
10/23/13,st 16,5,17,leu,40,3,live,17:46,9878,,
10/23/13,st 16,5,17,leu,40,1,killed,17:47,6814,,
10/23/13,st 16,5,17,leu,40,2,killed,17:48,6868,,
10/23/13,st 16,5,17,leu,40,3,killed,17:48,6836,,
10/23/13,st 16,5,17,pyr,0,1,live,17:49,158.8,,
10/23/13,st 16,5,17,pyr,5,1,live,17:50,1041,,
10/23/13,st 16,5,17,pyr,10,1,live,17:50,1850,,
10/23/13,st 16,5,17,pyr,15,1,live,17:50,2531,,
10/23/13,st 16,5,17,pyr,20,1,live,17:51,3267,,
10/23/13,st 16,5,17,pyr,25,1,live,17:51,3768,,
10/23/13,st 16,5,17,pyr,30,1,live,17:51,4635,,
10/23/13,st 16,5,17,pyr,40,1,live,17:52,6029,,
10/23/13,st 16,5,17,pyr,40,2,live,17:52,6025,,
10/23/13,st 16,5,17,pyr,40,3,live,17:52,6065,,
10/23/13,st 16,5,17,pyr,40,1,killed,17:53,6002,,
10/23/13,st 16,5,17,pyr,40,2,killed,17:53,5951,,
10/23/13,st 16,5,17,pyr,40,3,killed,17:54,5959,812,20.6
10/23/13,st 16,5,17,ala-ala-phe,0,1,live,17:54,163.6,,
10/23/13,st 16,5,17,ala-ala-phe,5,1,live,17:55,1268,,
10/23/13,st 16,5,17,ala-ala-phe,10,1,live,17:55,2278,,
10/23/13,st 16,5,17,ala-ala-phe,15,1,live,17:55,3146,,
10/23/13,st 16,5,17,ala-ala-phe,20,1,live,17:55,4084,,
10/23/13,st 16,5,17,ala-ala-phe,25,1,live,17:56,5064,,
10/23/13,st 16,5,17,ala-ala-phe,30,1,live,17:56,5921,,
10/23/13,st 16,5,17,ala-ala-phe,40,1,live,17:56,7605,,
10/23/13,st 16,5,17,ala-ala-phe,40,2,live,17:57,7488,,
10/23/13,st 16,5,17,ala-ala-phe,40,3,live,17:57,7411,,
10/23/13,st 16,5,17,ala-ala-phe,40,1,killed,17:57,7262,,
10/23/13,st 16,5,17,ala-ala-phe,40,2,killed,17:58,7241,,
10/23/13,st 16,5,17,ala-ala-phe,40,3,killed,17:58,7296,812.3,20.6
10/23/13,st 16,5,17,arg,0,1,live,21:08,159.5,,
10/23/13,st 16,5,17,arg,5,1,live,21:08,1669,,
10/23/13,st 16,5,17,arg,10,1,live,21:08,2312,,
10/23/13,st 16,5,17,arg,15,1,live,21:11,2870,,
10/23/13,st 16,5,17,arg,20,1,live,21:11,3368,,
10/23/13,st 16,5,17,arg,25,1,live,21:10,3729,,
10/23/13,st 16,5,17,arg,30,1,live,21:11,4372,,
10/23/13,st 16,5,17,arg,40,1,live,21:12,5629,,
10/23/13,st 16,5,17,arg,40,2,live,21:12,6065,,
10/23/13,st 16,5,17,arg,40,3,live,21:12,5800,,
10/23/13,st 16,5,17,arg,40,1,killed,21:13,4711,,
10/23/13,st 16,5,17,arg,40,2,killed,21:13,5073,,
10/23/13,st 16,5,17,arg,40,3,killed,21:13,4663,,
10/23/13,st 16,5,17,gly,0,1,live,21:14,154.1,816.4,22.1
10/23/13,st 16,5,17,gly,5,1,live,21:14,2788,,
10/23/13,st 16,5,17,gly,10,1,live,21:14,4161,,
10/23/13,st 16,5,17,gly,15,1,live,21:15,5267,,
10/23/13,st 16,5,17,gly,20,1,live,21:15,6263,,
10/23/13,st 16,5,17,gly,25,1,live,21:15,7489,,
10/23/13,st 16,5,17,gly,30,1,live,21:15,8480,,
10/23/13,st 16,5,17,gly,40,1,live,21:16,10189,,
10/23/13,st 16,5,17,gly,40,2,live,21:16,10600,,
10/23/13,st 16,5,17,gly,40,3,live,21:16,10343,,
10/23/13,st 16,5,17,gly,40,1,killed,21:17,8580,,
10/23/13,st 16,5,17,gly,40,2,killed,21:17,8510,,
10/23/13,st 16,5,17,gly,40,3,killed,21:17,8419,,
10/23/13,st 16,5,17,leu,0,1,live,21:18,158.7,816.9,21.9
10/23/13,st 16,5,17,leu,5,1,live,21:18,4346,,
10/23/13,st 16,5,17,leu,10,1,live,21:18,6892,,
10/23/13,st 16,5,17,leu,15,1,live,21:18,8279,,
10/23/13,st 16,5,17,leu,20,1,live,21:19,9452,,
10/23/13,st 16,5,17,leu,25,1,live,21:19,10698,,
10/23/13,st 16,5,17,leu,30,1,live,21:19,11196,,
10/23/13,st 16,5,17,leu,40,1,live,21:19,12690,,
10/23/13,st 16,5,17,leu,40,2,live,21:20,12418,,
10/23/13,st 16,5,17,leu,40,3,live,21:20,12197,,
10/23/13,st 16,5,17,leu,40,1,killed,21:20,6784,,
10/23/13,st 16,5,17,leu,40,2,killed,21:20,6898,,
10/23/13,st 16,5,17,leu,40,3,killed,21:21,6783,,
10/23/13,st 16,5,17,pyr,0,1,live,21:21,156.6,816.7,21.9
10/23/13,st 16,5,17,pyr,5,1,live,21:21,1058,,
10/23/13,st 16,5,17,pyr,10,1,live,21:22,1869,,
10/23/13,st 16,5,17,pyr,15,1,live,21:22,2550,,
10/23/13,st 16,5,17,pyr,20,1,live,21:22,3261,,
10/23/13,st 16,5,17,pyr,25,1,live,21:22,3785,,
10/23/13,st 16,5,17,pyr,30,1,live,21:23,4678,,
10/23/13,st 16,5,17,pyr,40,1,live,21:23,5987,,
10/23/13,st 16,5,17,pyr,40,2,live,21:23,6044,,
10/23/13,st 16,5,17,pyr,40,3,live,21:23,6094,,
10/23/13,st 16,5,17,pyr,40,1,killed,21:24,5910,,
10/23/13,st 16,5,17,pyr,40,2,killed,21:24,5923,,
10/23/13,st 16,5,17,pyr,40,3,killed,21:24,6018,,
10/23/13,st 16,5,17,ala-ala-phe,0,1,live,21:25,166.3,815.1,21.9
10/23/13,st 16,5,17,ala-ala-phe,5,1,live,21:25,1352,,
10/23/13,st 16,5,17,ala-ala-phe,10,1,live,21:25,2370,,
10/23/13,st 16,5,17,ala-ala-phe,15,1,live,21:26,3228,,
10/23/13,st 16,5,17,ala-ala-phe,20,1,live,21:26,4207,,
10/23/13,st 16,5,17,ala-ala-phe,25,1,live,21:26,5171,,
10/23/13,st 16,5,17,ala-ala-phe,30,1,live,21:27,6051,,
10/23/13,st 16,5,17,ala-ala-phe,40,1,live,21:27,7762,,
10/23/13,st 16,5,17,ala-ala-phe,40,2,live,21:27,7529,,
10/23/13,st 16,5,17,ala-ala-phe,40,3,live,21:27,7473,,
10/23/13,st 16,5,17,ala-ala-phe,40,1,killed,21:28,7125,,
10/23/13,st 16,5,17,ala-ala-phe,40,2,killed,21:28,7147,,
10/23/13,st 16,5,17,ala-ala-phe,40,3,killed,21:28,7200,,
10/24/13,st 4,5,17,arg,0,1,live,10:36,147.5,813.3,20.6
10/24/13,st 4,5,17,arg,5,1,live,10:37,833.3,,
10/24/13,st 4,5,17,arg,10,1,live,10:37,1454,,
10/24/13,st 4,5,17,arg,15,1,live,10:37,2038,,
10/24/13,st 4,5,17,arg,20,1,live,10:39,2533,,
10/24/13,st 4,5,17,arg,25,1,live,10:39,3046,,
10/24/13,st 4,5,17,arg,30,1,live,10:39,3500,,
10/24/13,st 4,5,17,arg,40,1,live,10:40,4211,,
10/24/13,st 4,5,17,arg,40,2,live,10:40,4228,,
10/24/13,st 4,5,17,arg,40,3,live,10:40,4232,,
10/24/13,st 4,5,17,arg,40,1,killed,10:40,4470,,
10/24/13,st 4,5,17,arg,40,2,killed,10:41,4478,,
10/24/13,st 4,5,17,arg,40,3,killed,10:41,4461,,
10/24/13,st 4,5,17,gly,0,1,live,10:42,149.2,812.2,20.4
10/24/13,st 4,5,17,gly,5,1,live,10:42,1611,,
10/24/13,st 4,5,17,gly,10,1,live,10:42,2704,,
10/24/13,st 4,5,17,gly,15,1,live,10:42,4048,,
10/24/13,st 4,5,17,gly,20,1,live,10:43,5305,,
10/24/13,st 4,5,17,gly,25,1,live,10:43,6167,,
10/24/13,st 4,5,17,gly,30,1,live,10:43,7036,,
10/24/13,st 4,5,17,gly,40,1,live,10:43,8634,,
10/24/13,st 4,5,17,gly,40,2,live,10:44,8858,,
10/24/13,st 4,5,17,gly,40,3,live,10:44,8524,,
10/24/13,st 4,5,17,gly,40,1,killed,10:44,9116,,
10/24/13,st 4,5,17,gly,40,2,killed,10:44,9112,,
10/24/13,st 4,5,17,gly,40,3,killed,10:45,9111,,
10/24/13,st 4,5,17,leu,0,1,live,10:45,148.4,812.4,20.5
10/24/13,st 4,5,17,leu,5,1,live,10:45,1497,,
10/24/13,st 4,5,17,leu,10,1,live,10:46,2568,,
10/24/13,st 4,5,17,leu,15,1,live,10:46,3392,,
10/24/13,st 4,5,17,leu,20,1,live,10:46,4306,,
10/24/13,st 4,5,17,leu,25,1,live,10:46,4903,,
10/24/13,st 4,5,17,leu,30,1,live,10:47,5427,,
10/24/13,st 4,5,17,leu,40,1,live,10:47,6232,,
10/24/13,st 4,5,17,leu,40,2,live,10:47,6128,,
10/24/13,st 4,5,17,leu,40,3,live,10:47,6215,,
10/24/13,st 4,5,17,leu,40,1,killed,10:48,6733,,
10/24/13,st 4,5,17,leu,40,2,killed,10:48,6780,,
10/24/13,st 4,5,17,leu,40,3,killed,10:49,6812,,
10/24/13,st 4,5,17,pyr,0,1,live,10:50,144.5,812.3,20.6
10/24/13,st 4,5,17,pyr,5,1,live,10:50,964.8,,
10/24/13,st 4,5,17,pyr,10,1,live,10:50,1718,,
10/24/13,st 4,5,17,pyr,15,1,live,10:50,2438,,
10/24/13,st 4,5,17,pyr,20,1,live,10:51,3094,,
10/24/13,st 4,5,17,pyr,25,1,live,10:52,3828,,
10/24/13,st 4,5,17,pyr,30,1,live,10:52,4461,,
10/24/13,st 4,5,17,pyr,40,1,live,10:52,5659,,
10/24/13,st 4,5,17,pyr,40,2,live,10:53,5653,,
10/24/13,st 4,5,17,pyr,40,3,live,10:53,5594,,
10/24/13,st 4,5,17,pyr,40,1,killed,10:53,5568,,
10/24/13,st 4,5,17,pyr,40,2,killed,10:53,5491,,
10/24/13,st 4,5,17,pyr,40,3,killed,10:54,5506,,
10/24/13,st 4,5,17,ala-ala-phe,0,1,live,10:54,146.3,812.3,20.6
10/24/13,st 4,5,17,ala-ala-phe,5,1,live,10:54,1142,,
10/24/13,st 4,5,17,ala-ala-phe,10,1,live,10:55,2302,,
10/24/13,st 4,5,17,ala-ala-phe,15,1,live,10:55,2964,,
10/24/13,st 4,5,17,ala-ala-phe,20,1,live,10:55,3828,,
10/24/13,st 4,5,17,ala-ala-phe,25,1,live,10:55,4647,,
10/24/13,st 4,5,17,ala-ala-phe,30,1,live,10:56,5450,,
10/24/13,st 4,5,17,ala-ala-phe,40,1,live,10:56,6847,,
10/24/13,st 4,5,17,ala-ala-phe,40,2,live,10:56,6764,,
10/24/13,st 4,5,17,ala-ala-phe,40,3,live,10:56,6717,,
10/24/13,st 4,5,17,ala-ala-phe,40,1,killed,10:57,6870,,
10/24/13,st 4,5,17,ala-ala-phe,40,2,killed,10:57,6873,,
10/24/13,st 4,5,17,ala-ala-phe,40,3,killed,10:57,6909,,
10/24/13,st 4,5,21,arg,0,1,live,13:01,157,811.7,20.4
10/24/13,st 4,5,21,arg,5,1,live,13:01,860.9,,
10/24/13,st 4,5,21,arg,10,1,live,13:01,1528,,
10/24/13,st 4,5,21,arg,15,1,live,13:02,2081,,
10/24/13,st 4,5,21,arg,20,1,live,13:02,2638,,
10/24/13,st 4,5,21,arg,25,1,live,13:02,3101,,
10/24/13,st 4,5,21,arg,30,1,live,13:03,3564,,
10/24/13,st 4,5,21,arg,40,1,live,13:03,4291,,
10/24/13,st 4,5,21,arg,40,2,live,13:03,4494,,
10/24/13,st 4,5,21,arg,40,3,live,13:03,4370,,
10/24/13,st 4,5,21,arg,40,1,killed,13:04,4506,,
10/24/13,st 4,5,21,arg,40,2,killed,13:04,4453,,
10/24/13,st 4,5,21,arg,40,3,killed,13:04,4505,,
10/24/13,st 4,5,21,gly,0,1,live,13:05,152.3,811.5,20.5
10/24/13,st 4,5,21,gly,5,1,live,13:05,1668,,
10/24/13,st 4,5,21,gly,10,1,live,13:06,2773,,
10/24/13,st 4,5,21,gly,15,1,live,13:06,4018,,
10/24/13,st 4,5,21,gly,20,1,live,13:06,5308,,
10/24/13,st 4,5,21,gly,25,1,live,13:06,6236,,
10/24/13,st 4,5,21,gly,30,1,live,13:07,6994,,
10/24/13,st 4,5,21,gly,40,1,live,13:07,8674,,
10/24/13,st 4,5,21,gly,40,2,live,13:07,8835,,
10/24/13,st 4,5,21,gly,40,3,live,13:07,8672,,
10/24/13,st 4,5,21,gly,40,1,killed,13:08,9074,,
10/24/13,st 4,5,21,gly,40,2,killed,13:08,8944,,
10/24/13,st 4,5,21,gly,40,3,killed,13:08,8989,,
10/24/13,st 4,5,21,leu,0,1,live,13:09,147.3,812.8,20.5
10/24/13,st 4,5,21,leu,5,1,live,13:09,1606,,
10/24/13,st 4,5,21,leu,10,1,live,13:09,2716,,
10/24/13,st 4,5,21,leu,15,1,live,13:09,3580,,
10/24/13,st 4,5,21,leu,20,1,live,13:10,4592,,
10/24/13,st 4,5,21,leu,25,1,live,13:10,5286,,
10/24/13,st 4,5,21,leu,30,1,live,13:10,5820,,
10/24/13,st 4,5,21,leu,40,1,live,13:10,6473,,
10/24/13,st 4,5,21,leu,40,2,live,13:11,6434,,
10/24/13,st 4,5,21,leu,40,3,live,13:11,6454,,
10/24/13,st 4,5,21,leu,40,1,killed,13:11,6818,,
10/24/13,st 4,5,21,leu,40,2,killed,13:12,6666,,
10/24/13,st 4,5,21,leu,40,3,killed,13:12,6745,,
10/24/13,st 4,5,21,pyr,0,1,live,13:12,149.8,,
10/24/13,st 4,5,21,pyr,5,1,live,13:13,962.8,,
10/24/13,st 4,5,21,pyr,10,1,live,13:13,1727,,
10/24/13,st 4,5,21,pyr,15,1,live,13:13,2450,,
10/24/13,st 4,5,21,pyr,20,1,live,13:13,3112,,
10/24/13,st 4,5,21,pyr,25,1,live,13:14,3811,,
10/24/13,st 4,5,21,pyr,30,1,live,13:14,4495,,
10/24/13,st 4,5,21,pyr,40,1,live,13:14,5626,,
10/24/13,st 4,5,21,pyr,40,2,live,13:15,5615,,
10/24/13,st 4,5,21,pyr,40,3,live,13:15,5625,,
10/24/13,st 4,5,21,pyr,40,1,killed,13:15,5563,,
10/24/13,st 4,5,21,pyr,40,2,killed,13:16,5500,,
10/24/13,st 4,5,21,pyr,40,3,killed,13:17,5496,,
10/24/13,st 4,5,21,ala-ala-phe,0,1,live,13:18,143.9,813.5,20.6
10/24/13,st 4,5,21,ala-ala-phe,5,1,live,13:18,1316,,
10/24/13,st 4,5,21,ala-ala-phe,10,1,live,13:18,2315,,
10/24/13,st 4,5,21,ala-ala-phe,15,1,live,13:18,3006,,
10/24/13,st 4,5,21,ala-ala-phe,20,1,live,13:19,3910,,
10/24/13,st 4,5,21,ala-ala-phe,25,1,live,13:19,4742,,
10/24/13,st 4,5,21,ala-ala-phe,30,1,live,13:19,5471,,
10/24/13,st 4,5,21,ala-ala-phe,40,1,live,13:19,6737,,
10/24/13,st 4,5,21,ala-ala-phe,40,2,live,13:20,6677,,
10/24/13,st 4,5,21,ala-ala-phe,40,3,live,13:20,6589,,
10/24/13,st 4,5,21,ala-ala-phe,40,1,killed,13:20,6743,,
10/24/13,st 4,5,21,ala-ala-phe,40,2,killed,13:21,6720,,
10/24/13,st 4,5,21,ala-ala-phe,40,3,killed,13:21,6792,,
10/24/13,st 4,5,21,arg,0,1,live,14:39,145.7,813.3,20.6
10/24/13,st 4,5,21,arg,5,1,live,14:39,893.5,,
10/24/13,st 4,5,21,arg,10,1,live,14:40,1569,,
10/24/13,st 4,5,21,arg,15,1,live,14:40,2112,,
10/24/13,st 4,5,21,arg,20,1,live,14:40,2693,,
10/24/13,st 4,5,21,arg,25,1,live,14:40,3192,,
10/24/13,st 4,5,21,arg,30,1,live,14:41,4119,,
10/24/13,st 4,5,21,arg,40,1,live,14:41,6301,,
10/24/13,st 4,5,21,arg,40,2,live,14:41,5064,,
10/24/13,st 4,5,21,arg,40,3,live,14:42,6041,,
10/24/13,st 4,5,21,arg,40,1,killed,14:42,5725,,
10/24/13,st 4,5,21,arg,40,2,killed,14:43,4928,,
10/24/13,st 4,5,21,arg,40,3,killed,14:43,6148,,
10/24/13,st 4,5,21,gly,0,1,live,14:44,149.5,814.4,20.6
10/24/13,st 4,5,21,gly,5,1,live,14:44,1706,,
10/24/13,st 4,5,21,gly,10,1,live,14:44,2779,,
10/24/13,st 4,5,21,gly,15,1,live,14:44,4133,,
10/24/13,st 4,5,21,gly,20,1,live,14:45,5387,,
10/24/13,st 4,5,21,gly,25,1,live,14:45,6242,,
10/24/13,st 4,5,21,gly,30,1,live,14:45,7070,,
10/24/13,st 4,5,21,gly,40,1,live,14:46,8695,,
10/24/13,st 4,5,21,gly,40,2,live,14:46,8901,,
10/24/13,st 4,5,21,gly,40,3,live,14:46,8692,,
10/24/13,st 4,5,21,gly,40,1,killed,14:47,8977,,
10/24/13,st 4,5,21,gly,40,2,killed,14:50,8991,,
10/24/13,st 4,5,21,gly,40,3,killed,14:51,9021,,
10/24/13,st 4,5,21,leu,0,1,live,14:51,150,814.5,20.9
10/24/13,st 4,5,21,leu,5,1,live,14:52,1675,,
10/24/13,st 4,5,21,leu,10,1,live,14:52,2848,,
10/24/13,st 4,5,21,leu,15,1,live,14:53,3737,,
10/24/13,st 4,5,21,leu,20,1,live,14:53,4762,,
10/24/13,st 4,5,21,leu,25,1,live,14:53,5369,,
10/24/13,st 4,5,21,leu,30,1,live,14:54,6012,,
10/24/13,st 4,5,21,leu,40,1,live,14:54,6524,,
10/24/13,st 4,5,21,leu,40,2,live,14:54,6462,,
10/24/13,st 4,5,21,leu,40,3,live,14:54,6530,,
10/24/13,st 4,5,21,leu,40,1,killed,14:55,6716,,
10/24/13,st 4,5,21,leu,40,2,killed,14:55,6772,,
10/24/13,st 4,5,21,leu,40,3,killed,14:55,6723,,
10/24/13,st 4,5,21,pyr,0,1,live,14:56,148.8,814.9,20.9
10/24/13,st 4,5,21,pyr,5,1,live,14:56,977.1,,
10/24/13,st 4,5,21,pyr,10,1,live,14:56,1721,,
10/24/13,st 4,5,21,pyr,15,1,live,14:57,2454,,
10/24/13,st 4,5,21,pyr,20,1,live,14:57,3140,,
10/24/13,st 4,5,21,pyr,25,1,live,14:57,3812,,
10/24/13,st 4,5,21,pyr,30,1,live,14:58,4454,,
10/24/13,st 4,5,21,pyr,40,1,live,14:58,5622,,
10/24/13,st 4,5,21,pyr,40,2,live,14:58,5623,,
10/24/13,st 4,5,21,pyr,40,3,live,14:58,5612,,
10/24/13,st 4,5,21,pyr,40,1,killed,14:59,5572,,
10/24/13,st 4,5,21,pyr,40,2,killed,14:59,5482,,
10/24/13,st 4,5,21,pyr,40,3,killed,14:59,5495,,
10/24/13,st 4,5,21,ala-ala-phe,0,1,live,15:01,154.1,814.8,20.9
10/24/13,st 4,5,21,ala-ala-phe,5,1,live,15:02,1254,,
