date,station,depth,inc.temp,subs,conc.uM,rep,treatment,time,fl,std,air.temp
10/23/13,st 1,5,17,gly,150,1,live,6:43,3807,,
10/23/13,st 1,5,17,gly,200,1,live,6:43,4666,,
10/23/13,st 1,5,17,gly,250,1,live,6:43,5578,,
10/23/13,st 1,5,17,gly,300,1,live,6:43,6299,,
10/23/13,st 1,5,17,gly,400,1,live,6:43,7967,,
10/23/13,st 1,5,17,gly,400,2,live,6:44,8123,,
10/23/13,st 1,5,17,gly,400,3,live,6:44,7864,,
10/23/13,st 1,5,17,gly,400,1,killed,6:44,9084,,
10/23/13,st 1,5,17,gly,400,2,killed,6:44,9261,,
10/23/13,st 1,5,17,gly,400,3,killed,6:45,9128,,
10/23/13,st 1,5,17,leu,0,1,live,6:45,174.7,,
10/23/13,st 1,5,17,leu,50,1,live,6:45,1381,,
10/23/13,st 1,5,17,leu,100,1,live,6:45,2044,,
10/23/13,st 1,5,17,leu,150,1,live,6:45,2799,,
10/23/13,st 1,5,17,leu,200,1,live,6:46,3474,,
10/23/13,st 1,5,17,leu,250,1,live,6:46,4662,,
10/23/13,st 1,5,17,leu,300,1,live,6:46,5040,,
10/23/13,st 1,5,17,leu,400,1,live,6:46,6074,,
10/23/13,st 1,5,17,leu,400,2,live,6:47,6067,,
10/23/13,st 1,5,17,leu,400,3,live,6:47,6163,,
10/23/13,st 1,5,17,leu,400,1,killed,6:48,5977,,
10/23/13,st 1,5,17,leu,400,2,killed,6:48,6273,,
10/23/13,st 1,5,17,leu,400,3,killed,6:48,6356,,
10/23/13,st 1,5,17,pyr,0,1,live,6:49,173.7,806.3,20.9
10/23/13,st 1,5,17,pyr,50,1,live,6:49,978.3,,
10/23/13,st 1,5,17,pyr,100,1,live,6:50,1886,,
10/23/13,st 1,5,17,pyr,150,1,live,6:50,2469,,
10/23/13,st 1,5,17,pyr,200,1,live,6:50,3247,,
10/23/13,st 1,5,17,pyr,250,1,live,6:51,3914,,
10/23/13,st 1,5,17,pyr,300,1,live,6:51,4650,,
10/23/13,st 1,5,17,pyr,400,1,live,6:51,5910,,
10/23/13,st 1,5,17,pyr,400,2,live,6:51,5926,,
10/23/13,st 1,5,17,pyr,400,3,live,6:51,6212,,
10/23/13,st 1,5,17,pyr,400,1,killed,6:51,5818,,
10/23/13,st 1,5,17,pyr,400,2,killed,6:52,5776,,
10/23/13,st 1,5,17,pyr,400,3,killed,6:52,5790,,
10/23/13,st 1,5,17,ala-ala-phe,0,1,live,6:52,167.4,807.5,20.9
10/23/13,st 1,5,17,ala-ala-phe,50,1,live,6:52,1160,,
10/23/13,st 1,5,17,ala-ala-phe,100,1,live,6:53,2063,,
10/23/13,st 1,5,17,ala-ala-phe,150,1,live,6:53,3011,,
10/23/13,st 1,5,17,ala-ala-phe,200,1,live,6:53,3909,,
10/23/13,st 1,5,17,ala-ala-phe,250,1,live,6:53,4793,,
10/23/13,st 1,5,17,ala-ala-phe,300,1,live,6:53,5612,,
10/23/13,st 1,5,17,ala-ala-phe,400,1,live,6:54,7220,,
10/23/13,st 1,5,17,ala-ala-phe,400,2,live,6:54,7254,,
10/23/13,st 1,5,17,ala-ala-phe,400,3,live,6:54,7295,,
10/23/13,st 1,5,17,ala-ala-phe,400,1,killed,6:54,6964,,
10/23/13,st 1,5,17,ala-ala-phe,400,2,killed,6:54,7005,,
10/23/13,st 1,5,17,ala-ala-phe,400,3,killed,6:55,7105,,
10/23/13,st 18,5,18,arg,0,1,live,6:39,176.6,807.1,20.8
10/23/13,st 18,5,18,arg,50,1,live,6:39,880.8,,
10/23/13,st 18,5,18,arg,100,1,live,6:39,1407,,
10/23/13,st 18,5,18,arg,150,1,live,6:39,1949,,
10/23/13,st 18,5,18,arg,200,1,live,6:40,2424,,
10/23/13,st 18,5,18,arg,250,1,live,6:40,2776,,
10/23/13,st 18,5,18,arg,300,1,live,6:40,3316,,
10/23/13,st 18,5,18,arg,400,1,live,6:40,4111,,
10/23/13,st 18,5,18,arg,400,2,live,6:41,4118,,
10/23/13,st 18,5,18,arg,400,3,live,6:41,4093,,
10/23/13,st 18,5,18,arg,400,1,killed,6:41,4493,,
10/23/13,st 18,5,18,arg,400,2,killed,6:41,4426,,
10/23/13,st 18,5,18,arg,400,3,killed,6:41,4484,,
10/23/13,st 18,5,18,gly,0,1,live,6:42,175.2,,
10/23/13,st 18,5,18,gly,50,1,live,6:42,1549,,
10/23/13,st 18,5,18,gly,100,1,live,6:42,2717,,
10/23/13,st 18,5,18,gly,150,1,live,6:43,3807,,
10/23/13,st 18,5,18,gly,200,1,live,6:43,4666,,
10/23/13,st 18,5,18,gly,250,1,live,6:43,5578,,
10/23/13,st 18,5,18,gly,300,1,live,6:43,6299,,
10/23/13,st 18,5,18,gly,400,1,live,6:43,7967,,
10/23/13,st 18,5,18,gly,400,2,live,6:44,8123,,
10/23/13,st 18,5,18,gly,400,3,live,6:44,7864,,
10/23/13,st 18,5,18,gly,400,1,killed,6:44,9084,,
10/23/13,st 18,5,18,gly,400,2,killed,6:44,9261,,
10/23/13,st 18,5,18,gly,400,3,killed,6:45,9128,,
10/23/13,st 18,5,18,leu,0,1,live,6:45,174.7,,
10/23/13,st 18,5,18,leu,50,1,live,6:45,1381,,
10/23/13,st 18,5,18,leu,100,1,live,6:45,2044,,
10/23/13,st 18,5,18,leu,150,1,live,6:45,2799,,
10/23/13,st 18,5,18,leu,200,1,live,6:46,3474,,
10/23/13,st 18,5,18,leu,250,1,live,6:46,4662,,
10/23/13,st 18,5,18,leu,300,1,live,6:46,5040,,
10/23/13,st 18,5,18,leu,400,1,live,6:46,6074,,
10/23/13,st 18,5,18,leu,400,2,live,6:47,6067,,
10/23/13,st 18,5,18,leu,400,3,live,6:47,6163,,
10/23/13,st 18,5,18,leu,400,1,killed,6:48,5977,,
10/23/13,st 18,5,18,leu,400,2,killed,6:48,6273,,
10/23/13,st 18,5,18,leu,400,3,killed,6:48,6356,,
10/23/13,st 18,5,18,pyr,0,1,live,6:49,173.7,806.3,20.9
10/23/13,st 18,5,18,pyr,50,1,live,6:49,978.3,,
10/23/13,st 18,5,18,pyr,100,1,live,6:50,1886,,
10/23/13,st 18,5,18,pyr,150,1,live,6:50,2469,,
10/23/13,st 18,5,18,pyr,200,1,live,6:50,3247,,
10/23/13,st 18,5,18,pyr,250,1,live,6:51,3914,,
10/23/13,st 18,5,18,pyr,300,1,live,6:51,4650,,
10/23/13,st 18,5,18,pyr,400,1,live,6:51,5910,,
10/23/13,st 18,5,18,pyr,400,2,live,6:51,5926,,
10/23/13,st 18,5,18,pyr,400,3,live,6:51,6212,,
10/23/13,st 18,5,18,pyr,400,1,killed,6:51,5818,,
10/23/13,st 18,5,18,pyr,400,2,killed,6:52,5776,,
10/23/13,st 18,5,18,pyr,400,3,killed,6:52,5790,,
10/23/13,st 18,5,18,ala-ala-phe,0,1,live,6:52,167.4,807.5,20.9
10/23/13,st 18,5,18,ala-ala-phe,50,1,live,6:52,1160,,
10/23/13,st 18,5,18,ala-ala-phe,100,1,live,6:53,2063,,
10/23/13,st 18,5,18,ala-ala-phe,150,1,live,6:53,3011,,
10/23/13,st 18,5,18,ala-ala-phe,200,1,live,6:53,3909,,
10/23/13,st 18,5,18,ala-ala-phe,250,1,live,6:53,4793,,
10/23/13,st 18,5,18,ala-ala-phe,300,1,live,6:53,5612,,
10/23/13,st 18,5,18,ala-ala-phe,400,1,live,6:54,7220,,
10/23/13,st 18,5,18,ala-ala-phe,400,2,live,6:54,7254,,
10/23/13,st 18,5,18,ala-ala-phe,400,3,live,6:54,7295,,
10/23/13,st 18,5,18,ala-ala-phe,400,1,killed,6:54,6964,,
10/23/13,st 18,5,18,ala-ala-phe,400,2,killed,6:54,7005,,
10/23/13,st 18,5,18,ala-ala-phe,400,3,killed,6:55,7105,,
10/23/13,st 18,5,18,arg,0,1,live,8:20,177.8,811.7,19.9
10/23/13,st 18,5,18,arg,50,1,live,8:20,1137,,
10/23/13,st 18,5,18,arg,100,1,live,8:20,1719,,
10/23/13,st 18,5,18,arg,150,1,live,8:21,2253,,
10/23/13,st 18,5,18,arg,200,1,live,8:21,2776,,
10/23/13,st 18,5,18,arg,250,1,live,8:21,3166,,
10/23/13,st 18,5,18,arg,300,1,live,8:21,3689,,
10/23/13,st 18,5,18,arg,400,1,live,8:22,4644,,
10/23/13,st 18,5,18,arg,400,2,live,8:22,4620,,
10/23/13,st 18,5,18,arg,400,3,live,8:22,4614,,
10/23/13,st 18,5,18,arg,400,1,killed ,8:22,4319,,
10/23/13,st 18,5,18,arg,400,2,killed ,8:22,4395,,
10/23/13,st 18,5,18,arg,400,3,killed ,8:23,4312,,
10/23/13,st 18,5,18,gly,0,1,live,8:23,179.2,813,20
10/23/13,st 18,5,18,gly,50,1,live,8:23,1940,,
10/23/13,st 18,5,18,gly,100,1,live,8:24,3242,,
10/23/13,st 18,5,18,gly,150,1,live,8:24,4363,,
10/23/13,st 18,5,18,gly,200,1,live,8:24,5297,,
10/23/13,st 18,5,18,gly,250,1,live,8:24,6249,,
10/23/13,st 18,5,18,gly,300,1,live,8:24,7012,,
10/23/13,st 18,5,18,gly,400,1,live,8:25,8774,,
10/23/13,st 18,5,18,gly,400,2,live,8:25,8879,,
10/23/13,st 18,5,18,gly,400,3,live,8:25,8548,,
10/23/13,st 18,5,18,gly,400,1,killed ,8:25,8433,,
10/23/13,st 18,5,18,gly,400,2,killed ,8:25,8434,,
10/23/13,st 18,5,18,gly,400,3,killed ,8:26,8374,,
10/23/13,st 18,5,18,leu,0,1,live,8:26,172.3,810.7,20.1
10/23/13,st 18,5,18,leu,50,1,live,8:26,2496,,
10/23/13,st 18,5,18,leu,100,1,live,8:27,3380,,
10/23/13,st 18,5,18,leu,150,1,live,8:27,4479,,
10/23/13,st 18,5,18,leu,200,1,live,8:27,5269,,
10/23/13,st 18,5,18,leu,250,1,live,8:27,6820,,
10/23/13,st 18,5,18,leu,300,1,live,8:27,7233,,
10/23/13,st 18,5,18,leu,400,1,live,8:28,8565,,
10/23/13,st 18,5,18,leu,400,2,live,8:28,8464,,
10/23/13,st 18,5,18,leu,400,3,live,8:28,8547,,
10/23/13,st 18,5,18,leu,400,1,killed ,8:28,5859,,
10/23/13,st 18,5,18,leu,400,2,killed ,8:29,6113,,
10/23/13,st 18,5,18,leu,400,3,killed ,8:29,6213,,
10/23/13,st 18,5,18,pyr,0,1,live,8:30,175.8,813.1,20.1
10/23/13,st 18,5,18,pyr,50,1,live,8:30,993.1,,
10/23/13,st 18,5,18,pyr,100,1,live,8:30,1882,,
10/23/13,st 18,5,18,pyr,150,1,live,8:30,2446,,
10/23/13,st 18,5,18,pyr,200,1,live,8:30,3263,,
10/23/13,st 18,5,18,pyr,250,1,live,8:32,3934,,
10/23/13,st 18,5,18,pyr,300,1,live,8:32,4640,,
10/23/13,st 18,5,18,pyr,400,1,live,8:32,5877,,
10/23/13,st 18,5,18,pyr,400,2,live,8:32,5834,,
10/23/13,st 18,5,18,pyr,400,3,live,8:32,6200,,
10/23/13,st 18,5,18,pyr,400,1,killed ,8:33,5647,,
10/23/13,st 18,5,18,pyr,400,2,killed ,8:33,5728,,
10/23/13,st 18,5,18,pyr,400,3,killed ,8:33,5776,,
10/23/13,st 18,5,18,ala-ala-phe,0,1,live,8:34,167.8,814,20.1
10/23/13,st 18,5,18,ala-ala-phe,50,1,live,8:34,1190,,
10/23/13,st 18,5,18,ala-ala-phe,100,1,live,8:34,2104,,
10/23/13,st 18,5,18,ala-ala-phe,150,1,live,8:34,3054,,
10/23/13,st 18,5,18,ala-ala-phe,200,1,live,8:35,3928,,
10/23/13,st 18,5,18,ala-ala-phe,250,1,live,8:35,4790,,
10/23/13,st 18,5,18,ala-ala-phe,300,1,live,8:35,5674,,
10/23/13,st 18,5,18,ala-ala-phe,400,1,live,8:35,7224,,
10/23/13,st 18,5,18,ala-ala-phe,400,2,live,8:35,7321,,
10/23/13,st 18,5,18,ala-ala-phe,400,3,live,8:36,7346,,
10/23/13,st 18,5,18,ala-ala-phe,400,1,killed ,8:36,6991,,
10/23/13,st 18,5,18,ala-ala-phe,400,2,killed ,8:36,6920,,
10/23/13,st 18,5,18,ala-ala-phe,400,3,killed ,8:36,7050,,
10/23/13,st 18,5,18,arg,0,1,live,9:44,176.2,811.7,19.9
10/23/13,st 18,5,18,arg,5,1,live,9:44,1341,,
10/23/13,st 18,5,18,arg,10,1,live,9:44,1958,,
10/23/13,st 18,5,18,arg,15,1,live,9:44,2511,,
10/23/13,st 18,5,18,arg,20,1,live,9:44,3054,,
10/23/13,st 18,5,18,arg,25,1,live,9:45,3494,,
10/23/13,st 18,5,18,arg,30,1,live,9:45,3993,,
10/23/13,st 18,5,18,arg,40,1,live,9:45,4994,,
10/23/13,st 18,5,18,arg,40,2,live,9:45,4953,,
10/23/13,st 18,5,18,arg,40,3,live,9:46,4977,,
10/23/13,st 18,5,18,arg,40,1,killed,9:46,4318,,
10/23/13,st 18,5,18,arg,40,2,killed,9:46,4388,,
10/23/13,st 18,5,18,arg,40,3,killed,9:46,4250,,
10/23/13,st 18,5,18,gly,0,1,live,9:48,169.8,811.1,20.1
10/23/13,st 18,5,18,gly,5,1,live,9:48,2195,,
10/23/13,st 18,5,18,gly,10,1,live,9:48,3625,,
10/23/13,st 18,5,18,gly,15,1,live,9:48,4840,,
10/23/13,st 18,5,18,gly,20,1,live,9:48,5670,,
10/23/13,st 18,5,18,gly,25,1,live,9:48,6661,,
10/23/13,st 18,5,18,gly,30,1,live,9:49,7473,,
10/23/13,st 18,5,18,gly,40,1,live,9:49,9356,,
10/23/13,st 18,5,18,gly,40,2,live,9:49,9445,,
10/23/13,st 18,5,18,gly,40,3,live,9:49,9182,,
10/23/13,st 18,5,18,gly,40,1,killed,9:50,8314,,
10/23/13,st 18,5,18,gly,40,2,killed,9:50,8426,,
10/23/13,st 18,5,18,gly,40,3,killed,9:50,8249,,
10/23/13,st 18,5,18,leu,0,1,live,9:51,171.8,813,20.1
10/23/13,st 18,5,18,leu,5,1,live,9:51,3273,,
10/23/13,st 18,5,18,leu,10,1,live,9:51,4212,,
10/23/13,st 18,5,18,leu,15,1,live,9:51,5405,,
10/23/13,st 18,5,18,leu,20,1,live,9:51,6178,,
10/23/13,st 18,5,18,leu,25,1,live,9:52,7998,,
10/23/13,st 18,5,18,leu,30,1,live,9:52,8604,,
10/23/13,st 18,5,18,leu,40,1,live,9:52,9616,,
10/23/13,st 18,5,18,leu,40,2,live,9:52,9615,,
10/23/13,st 18,5,18,leu,40,3,live,9:52,9797,,
10/23/13,st 18,5,18,leu,40,1,killed,9:53,5753,813.4,20.3
10/23/13,st 18,5,18,leu,40,2,killed,9:53,6021,,
10/23/13,st 18,5,18,leu,40,3,killed,9:53,6183,,
10/23/13,st 18,5,18,pyr,0,1,live,9:55,170.2,,
10/23/13,st 18,5,18,pyr,5,1,live,9:55,991.2,,
10/23/13,st 18,5,18,pyr,10,1,live,9:55,1898,,
10/23/13,st 18,5,18,pyr,15,1,live,9:55,2449,,
10/23/13,st 18,5,18,pyr,20,1,live,9:55,3276,,
10/23/13,st 18,5,18,pyr,25,1,live,9:56,3898,,
10/23/13,st 18,5,18,pyr,30,1,live,9:56,4673,,
10/23/13,st 18,5,18,pyr,40,1,live,9:56,5894,,
10/23/13,st 18,5,18,pyr,40,2,live,9:56,5891,,
10/23/13,st 18,5,18,pyr,40,3,live,9:56,6201,,
10/23/13,st 18,5,18,pyr,40,1,killed,9:57,5581,,
10/23/13,st 18,5,18,pyr,40,2,killed,9:57,5695,,
10/23/13,st 18,5,18,pyr,40,3,killed,9:57,5755,,
10/23/13,st 18,5,18,ala-ala-phe,0,1,live,9:58,165.1,813.9,20.4
10/23/13,st 18,5,18,ala-ala-phe,5,1,live,9:58,1209,,
10/23/13,st 18,5,18,ala-ala-phe,10,1,live,9:58,2120,,
10/23/13,st 18,5,18,ala-ala-phe,15,1,live,9:59,2977,,
10/23/13,st 18,5,18,ala-ala-phe,20,1,live,9:59,3821,,
10/23/13,st 18,5,18,ala-ala-phe,25,1,live,9:59,4714,,
10/23/13,st 18,5,18,ala-ala-phe,30,1,live,9:59,5511,,
10/23/13,st 18,5,18,ala-ala-phe,40,1,live,10:00,7028,,
10/23/13,st 18,5,18,ala-ala-phe,40,2,live,10:00,7097,,
10/23/13,st 18,5,18,ala-ala-phe,40,3,live,10:00,7139,,
10/23/13,st 18,5,18,ala-ala-phe,40,1,killed,10:01,6947,,
10/23/13,st 18,5,18,ala-ala-phe,40,2,killed,10:01,6929,,
10/23/13,st 18,5,18,ala-ala-phe,40,3,killed,10:01,7116,,
10/23/13,st 18,5,18,arg,0,1,live,10:38,175,812.9,20.1
10/23/13,st 18,5,18,arg,5,1,live,10:39,1476,,
10/23/13,st 18,5,18,arg,10,1,live,10:39,2114,,
10/23/13,st 18,5,18,arg,15,1,live,10:39,2658,,
10/23/13,st 18,5,18,arg,20,1,live,10:40,3252,,
10/23/13,st 18,5,18,arg,25,1,live,10:40,3657,,
10/23/13,st 18,5,18,arg,30,1,live,10:40,4225,,
10/23/13,st 18,5,18,arg,40,1,live,10:40,5123,,
10/23/13,st 18,5,18,arg,40,2,live,10:40,5142,,
10/23/13,st 18,5,18,arg,40,3,live,10:41,5117,,
10/23/13,st 18,5,18,arg,40,1,killed,10:41,4288,,
10/23/13,st 18,5,18,arg,40,2,killed,10:41,4332,,
10/23/13,st 18,5,18,arg,40,3,killed,10:41,4287,,
10/23/13,st 18,5,18,gly,0,1,live,10:42,174.3,812,20.1
10/23/13,st 18,5,18,gly,5,1,live,10:42,2363,,
10/23/13,st 18,5,18,gly,10,1,live,10:42,3827,,
10/23/13,st 18,5,18,gly,15,1,live,10:42,5143,,
10/23/13,st 18,5,18,gly,20,1,live,10:43,6114,,
10/23/13,st 18,5,18,gly,25,1,live,10:43,7154,,
10/23/13,st 18,5,18,gly,30,1,live,10:43,7923,,
10/23/13,st 18,5,18,gly,40,1,live,10:43,9856,,
10/23/13,st 18,5,18,gly,40,2,live,10:44,9958,,
10/23/13,st 18,5,18,gly,40,3,live,10:44,9572,,
10/23/13,st 18,5,18,gly,40,1,killed,10:45,8328,,
10/23/13,st 18,5,18,gly,40,2,killed,10:45,8360,,
10/23/13,st 18,5,18,gly,40,3,killed,10:45,8273,,
10/23/13,st 18,5,18,leu,0,1,live,10:46,176.7,812.1,20.3
10/23/13,st 18,5,18,leu,5,1,live,10:46,3776,,
10/23/13,st 18,5,18,leu,10,1,live,10:46,4912,,
10/23/13,st 18,5,18,leu,15,1,live,10:46,6478,,
10/23/13,st 18,5,18,leu,20,1,live,10:46,7226,,
10/23/13,st 18,5,18,leu,25,1,live,10:46,9181,,
10/23/13,st 18,5,18,leu,30,1,live,10:46,9595,,
10/23/13,st 18,5,18,leu,40,1,live,10:47,11011,,
10/23/13,st 18,5,18,leu,40,2,live,10:47,10741,,
10/23/13,st 18,5,18,leu,40,3,live,10:47,10843,,
10/23/13,st 18,5,18,leu,40,1,killed,10:47,5814,,
10/23/13,st 18,5,18,leu,40,2,killed,10:48,6065,,
10/23/13,st 18,5,18,leu,40,3,killed,10:48,6225,,
10/23/13,st 18,5,18,pyr,0,1,live,10:50,174.8,811.8,20.3
10/23/13,st 18,5,18,pyr,5,1,live,10:50,1013,,
10/23/13,st 18,5,18,pyr,10,1,live,10:50,1910,,
10/23/13,st 18,5,18,pyr,15,1,live,10:50,2507,,
10/23/13,st 18,5,18,pyr,20,1,live,10:50,3317,,
10/23/13,st 18,5,18,pyr,25,1,live,10:57,4192,,
10/23/13,st 18,5,18,pyr,30,1,live,10:57,4717,,
10/23/13,st 18,5,18,pyr,40,1,live,10:57,5913,,
10/23/13,st 18,5,18,pyr,40,2,live,10:57,5914,,
10/23/13,st 18,5,18,pyr,40,3,live,10:57,6216,,
10/23/13,st 18,5,18,pyr,40,1,killed,10:52,5646,,
10/23/13,st 18,5,18,pyr,40,2,killed,10:52,5640,,
10/23/13,st 18,5,18,pyr,40,3,killed,10:52,5792,,
10/23/13,st 18,5,18,ala-ala-phe,0,1,live,10:52,212.4,813.2,20.3
10/23/13,st 18,5,18,ala-ala-phe,5,1,live,10:53,1243,,
10/23/13,st 18,5,18,ala-ala-phe,10,1,live,10:53,2161,,
10/23/13,st 18,5,18,ala-ala-phe,15,1,live,10:53,3094,,
10/23/13,st 18,5,18,ala-ala-phe,20,1,live,10:54,3983,,
10/23/13,st 18,5,18,ala-ala-phe,25,1,live,10:54,4935,,
10/23/13,st 18,5,18,ala-ala-phe,30,1,live,10:54,5762,,
10/23/13,st 18,5,18,ala-ala-phe,40,1,live,10:54,7287,,
10/23/13,st 18,5,18,ala-ala-phe,40,2,live,10:54,7311,,
10/23/13,st 18,5,18,ala-ala-phe,40,3,live,10:54,7381,,
10/23/13,st 18,5,18,ala-ala-phe,40,1,killed,10:55,6954,,
10/23/13,st 18,5,18,ala-ala-phe,40,2,killed,10:55,6842,,
10/23/13,st 18,5,18,ala-ala-phe,40,3,killed,10:55,7186,,
10/23/13,st 18,5,18,arg,0,1,live,12:27,176.5,812.3,20.1
10/23/13,st 18,5,18,arg,5,1,live,12:28,1774,,
10/23/13,st 18,5,18,arg,10,1,live,12:28,2443,,
10/23/13,st 18,5,18,arg,15,1,live,12:28,2987,,
10/23/13,st 18,5,18,arg,20,1,live,12:28,3600,,
10/23/13,st 18,5,18,arg,25,1,live,12:29,4059,,
10/23/13,st 18,5,18,arg,30,1,live,12:29,4584,,
10/23/13,st 18,5,18,arg,40,1,live,12:29,5802,,
10/23/13,st 18,5,18,arg,40,2,live,12:29,5427,,
10/23/13,st 18,5,18,arg,40,3,live,12:29,5689,,
10/23/13,st 18,5,18,arg,40,1,killed,12:30,5131,,
10/23/13,st 18,5,18,arg,40,2,killed,12:30,5347,,
10/23/13,st 18,5,18,arg,40,3,killed,12:30,4698,,
10/23/13,st 18,5,18,gly,0,1,live,12:31,170.8,810.3,20.3
10/23/13,st 18,5,18,gly,5,1,live,12:31,2696,,
10/23/13,st 18,5,18,gly,10,1,live,12:31,4181,,
10/23/13,st 18,5,18,gly,15,1,live,12:31,5610,,
10/23/13,st 18,5,18,gly,20,1,live,12:32,6644,,
10/23/13,st 18,5,18,gly,25,1,live,12:32,7613,,
10/23/13,st 18,5,18,gly,30,1,live,12:32,8534,,
10/23/13,st 18,5,18,gly,40,1,live,12:32,10593,,
10/23/13,st 18,5,18,gly,40,2,live,12:33,10638,,
10/23/13,st 18,5,18,gly,40,3,live,12:33,10274,,
10/23/13,st 18,5,18,gly,40,1,killed,12:33,8307,,
10/23/13,st 18,5,18,gly,40,2,killed,12:33,8269,,
10/23/13,st 18,5,18,gly,40,3,killed,12:33,8313,,
10/23/13,st 18,5,18,leu,0,1,live,10:34,176.1,812.1,20.3
10/23/13,st 18,5,18,leu,5,1,live,10:34,4689,,
10/23/13,st 18,5,18,leu,10,1,live,10:34,5966,,
10/23/13,st 18,5,18,leu,15,1,live,10:35,7775,,
10/23/13,st 18,5,18,leu,20,1,live,10:35,8488,,
10/23/13,st 18,5,18,leu,25,1,live,10:35,10909,,
10/23/13,st 18,5,18,leu,30,1,live,10:35,11202,,
10/23/13,st 18,5,18,leu,40,1,live,10:36,12660,,
10/23/13,st 18,5,18,leu,40,2,live,10:36,12548,,
10/23/13,st 18,5,18,leu,40,3,live,10:36,12706,,
10/23/13,st 18,5,18,leu,40,1,killed,10:36,5834,,
10/23/13,st 18,5,18,leu,40,2,killed,10:36,6059,,
10/23/13,st 18,5,18,leu,40,3,killed,10:37,6301,,
10/23/13,st 18,5,18,pyr,0,1,live,10:39,170.9,810.4,20.4
10/23/13,st 18,5,18,pyr,5,1,live,10:39,1027,,
10/23/13,st 18,5,18,pyr,10,1,live,10:39,1954,,
10/23/13,st 18,5,18,pyr,15,1,live,10:39,2557,,
10/23/13,st 18,5,18,pyr,20,1,live,10:39,3328,,
10/23/13,st 18,5,18,pyr,25,1,live,12:40,4022,,
10/23/13,st 18,5,18,pyr,30,1,live,12:41,4102,,
10/23/13,st 18,5,18,pyr,40,1,live,12:41,5459,,
10/23/13,st 18,5,18,pyr,40,2,live,12:41,5420,,
10/23/13,st 18,5,18,pyr,40,3,live,12:42,6233,,
10/23/13,st 18,5,18,pyr,40,1,killed,12:42,5696,,
10/23/13,st 18,5,18,pyr,40,2,killed,12:42,5667,,
10/23/13,st 18,5,18,pyr,40,3,killed,12:42,5789,,
10/23/13,st 18,5,18,ala-ala-phe,0,1,live,12:43,171.9,,
10/23/13,st 18,5,18,ala-ala-phe,5,1,live,12:43,1302,,
10/23/13,st 18,5,18,ala-ala-phe,10,1,live,12:43,2252,,
10/23/13,st 18,5,18,ala-ala-phe,15,1,live,12:44,3189,,
10/23/13,st 18,5,18,ala-ala-phe,20,1,live,12:44,4087,,
10/23/13,st 18,5,18,ala-ala-phe,25,1,live,12:44,4987,,
10/23/13,st 18,5,18,ala-ala-phe,30,1,live,12:44,5832,,
10/23/13,st 18,5,18,ala-ala-phe,40,1,live,12:44,7321,,
10/23/13,st 18,5,18,ala-ala-phe,40,2,live,12:45,7426,,
10/23/13,st 18,5,18,ala-ala-phe,40,3,live,12:45,7545,,
10/23/13,st 18,5,18,ala-ala-phe,40,1,killed,12:45,6933,,
10/23/13,st 18,5,18,ala-ala-phe,40,2,killed,12:46,6954,,
10/23/13,st 18,5,18,ala-ala-phe,40,3,killed,12:46,7280,,
10/23/13,st 16,5,17,arg,0,1,live,14:41,161.1,810.7,20.4
10/23/13,st 16,5,17,arg,5,1,live,14:41,899.4,,
10/23/13,st 16,5,17,arg,10,1,live,14:42,1478,,
10/23/13,st 16,5,17,arg,15,1,live,14:42,2037,,
10/23/13,st 16,5,17,arg,20,1,live,14:42,2498,,
10/23/13,st 16,5,17,arg,25,1,live,14:42,2958,,
10/23/13,st 16,5,17,arg,30,1,live,14:42,3334,,
10/23/13,st 16,5,17,arg,40,1,live,14:43,4067,,
10/23/13,st 16,5,17,arg,40,2,live,14:43,4090,,
10/23/13,st 16,5,17,arg,40,3,live,14:43,4091,,
10/23/13,st 16,5,17,arg,40,1,killed,14:43,4381,,
10/23/13,st 16,5,17,arg,40,2,killed,14:44,4384,,
10/23/13,st 16,5,17,arg,40,3,killed,14:44,4372,,
10/23/13,st 16,5,17,gly,0,1,live,14:45,160.1,812,20.4
10/23/13,st 16,5,17,gly,5,1,live,14:45,1801,,
10/23/13,st 16,5,17,gly,10,1,live,14:45,2919,,
10/23/13,st 16,5,17,gly,15,1,live,14:45,3910,,
10/23/13,st 16,5,17,gly,20,1,live,14:45,4954,,
10/23/13,st 16,5,17,gly,25,1,live,14:46,5921,,
10/23/13,st 16,5,17,gly,30,1,live,14:46,6677,,
10/23/13,st 16,5,17,gly,40,1,live,14:46,8257,,
10/23/13,st 16,5,17,gly,40,2,live,14:46,8421,,
10/23/13,st 16,5,17,gly,40,3,live,14:47,8370,,
10/23/13,st 16,5,17,gly,40,1,killed,14:47,9154,,
10/23/13,st 16,5,17,gly,40,2,killed,14:47,9094,,
10/23/13,st 16,5,17,gly,40,3,killed,14:47,9050,,
10/23/13,st 16,5,17,leu,0,1,live,14:48,161.9,813.1,20.4
10/23/13,st 16,5,17,leu,5,1,live,14:48,1614,,
10/23/13,st 16,5,17,leu,10,1,live,14:48,2820,,
10/23/13,st 16,5,17,leu,15,1,live,14:48,3691,,
10/23/13,st 16,5,17,leu,20,1,live,14:48,4453,,
10/23/13,st 16,5,17,leu,25,1,live,14:49,5139,,
10/23/13,st 16,5,17,leu,30,1,live,14:49,5719,,
10/23/13,st 16,5,17,leu,40,1,live,14:49,6769,,
10/23/13,st 16,5,17,leu,40,2,live,14:49,6352,,
10/23/13,st 16,5,17,leu,40,3,live,14:50,6660,,
